,0,1,2,3,4,11,12
254,92_14545.html,9,38,致し,動詞,イタシ,iai
255,92_14545.html,9,39,た,助動詞,タ,a
256,92_14545.html,9,40,覚え,名詞,オボエ,ooe
257,92_14545.html,9,41,が,助詞,ガ,a
258,92_14545.html,9,42,ござい,動詞,ゴザイ,oai
259,92_14545.html,9,43,ます,助動詞,マス,au
260,92_14545.html,9,44,。,記号,。,
261,92_14545.html,10,1,と,助詞,ト,o
262,92_14545.html,10,2,申し,動詞,モウシ,oui
263,92_14545.html,10,3,ます,助動詞,マス,au
264,92_14545.html,10,4,の,名詞,ノ,no
265,92_14545.html,10,5,は,助詞,ハ,a
266,92_14545.html,10,6,、,記号,、,
267,92_14545.html,10,7,ある,連体詞,アル,au
268,92_14545.html,10,8,時,名詞,トキ,oi
269,92_14545.html,10,9,この,連体詞,コノ,ono
270,92_14545.html,10,10,男,名詞,オトコ,ooo
271,92_14545.html,10,11,が,助詞,ガ,a
272,92_14545.html,10,12,深い,形容詞,フカイ,uai
273,92_14545.html,10,13,林,名詞,ハヤシ,aai
274,92_14545.html,10,14,の,助詞,ノ,no
275,92_14545.html,10,15,中,名詞,ナカ,naa
276,92_14545.html,10,16,を,助詞,ヲ,o
277,92_14545.html,10,17,通り,動詞,トオリ,ooi
278,92_14545.html,10,18,ます,助動詞,マス,au
279,92_14545.html,10,19,と,助詞,ト,o
280,92_14545.html,10,20,、,記号,、,
281,92_14545.html,10,21,小さな,連体詞,チイサナ,iiana
282,92_14545.html,10,22,蜘蛛,名詞,クモ,uo
283,92_14545.html,10,23,が,助詞,ガ,a
284,92_14545.html,10,24,一,名詞,イチ,ii
285,92_14545.html,10,25,匹,名詞,ヒキ,ii
286,92_14545.html,10,26,、,記号,、,
287,92_14545.html,10,27,路,名詞,ミチ,ii
288,92_14545.html,10,28,ば,助詞,バ,a
289,92_14545.html,10,29,た,助動詞,タ,a
290,92_14545.html,10,30,を,助詞,ヲ,o
291,92_14545.html,10,31,這っ,動詞,ハッ,au
292,92_14545.html,10,32,て,助詞,テ,e
293,92_14545.html,10,33,行く,動詞,イク,iu
294,92_14545.html,10,34,の,名詞,ノ,no
295,92_14545.html,10,35,が,助詞,ガ,a
296,92_14545.html,10,36,見え,動詞,ミエ,ie
297,92_14545.html,10,37,まし,助動詞,マシ,ai
298,92_14545.html,10,38,た,助動詞,タ,a
299,92_14545.html,10,39,。,記号,。,
300,92_14545.html,11,1,そこで,接続詞,ソコデ,ooe
301,92_14545.html,11,2,陀多,名詞,陀多,aa
302,92_14545.html,11,3,は,助詞,ハ,a
303,92_14545.html,11,4,早速,副詞,サッソク,aou
304,92_14545.html,11,5,足,名詞,アシ,ai
305,92_14545.html,11,6,を,助詞,ヲ,o
306,92_14545.html,11,7,挙げ,動詞,アゲ,ae
307,92_14545.html,11,8,て,助詞,テ,e
308,92_14545.html,11,9,、,記号,、,
309,92_14545.html,11,10,踏み,動詞,フミ,ui
310,92_14545.html,11,11,殺そ,動詞,コロソ,ooo
311,92_14545.html,11,12,う,助動詞,ウ,u
312,92_14545.html,11,13,と,助詞,ト,o
313,92_14545.html,11,14,致し,動詞,イタシ,iai
314,92_14545.html,11,15,まし,助動詞,マシ,ai
315,92_14545.html,11,16,た,助動詞,タ,a
316,92_14545.html,11,17,が,助詞,ガ,a
317,92_14545.html,11,18,、,記号,、,
318,92_14545.html,12,1,「,記号,「,
319,92_14545.html,12,2,いや,接続詞,イヤ,ia
320,92_14545.html,12,3,、,記号,、,
321,92_14545.html,12,4,いや,接続詞,イヤ,ia
322,92_14545.html,12,5,、,記号,、,
323,92_14545.html,12,6,これ,名詞,コレ,oe
324,92_14545.html,12,7,も,助詞,モ,o
325,92_14545.html,12,8,小さい,形容詞,チイサイ,iiai
326,92_14545.html,12,9,ながら,助詞,ナガラ,naaa
327,92_14545.html,12,10,、,記号,、,
328,92_14545.html,12,11,命,名詞,イノチ,inoi
329,92_14545.html,12,12,の,助詞,ノ,no
330,92_14545.html,12,13,ある,動詞,アル,au
331,92_14545.html,12,14,もの,名詞,モノ,ono
332,92_14545.html,12,15,に,助詞,ニ,ni
333,92_14545.html,12,16,違い,名詞,チガイ,iai
334,92_14545.html,12,17,ない,助動詞,ナイ,nai
335,92_14545.html,12,18,。,記号,。,
336,92_14545.html,13,1,その,連体詞,ソノ,ono
337,92_14545.html,13,2,命,名詞,イノチ,inoi
338,92_14545.html,13,3,を,助詞,ヲ,o
339,92_14545.html,13,4,無,接頭詞,ム,u
340,92_14545.html,13,5,暗に,副詞,アンニ,anni
341,92_14545.html,13,6,とる,動詞,トル,ou
342,92_14545.html,13,7,と,助詞,ト,o
343,92_14545.html,13,8,云う,動詞,イウ,iu
344,92_14545.html,13,9,事,名詞,コト,oo
345,92_14545.html,13,10,は,助詞,ハ,a
346,92_14545.html,13,11,、,記号,、,
347,92_14545.html,13,12,いくら,副詞,イクラ,iua
348,92_14545.html,13,13,何,名詞,ナニ,nani
349,92_14545.html,13,14,でも,助詞,デモ,eo
350,92_14545.html,13,15,可哀そう,名詞,カワイソウ,aaiou
351,92_14545.html,13,16,だ,助動詞,ダ,a
352,92_14545.html,13,17,。,記号,。,
353,92_14545.html,13,18,」,記号,」,
354,92_14545.html,14,1,と,助詞,ト,o
355,92_14545.html,14,2,、,記号,、,
356,92_14545.html,14,3,こう,副詞,コウ,ou
357,92_14545.html,14,4,急,名詞,キュウ,iuu
358,92_14545.html,14,5,に,助詞,ニ,ni
359,92_14545.html,14,6,思い返し,動詞,オモイカエシ,ooiaei
360,92_14545.html,14,7,て,助詞,テ,e
361,92_14545.html,14,8,、,記号,、,
362,92_14545.html,14,9,とうとう,副詞,トウトウ,ouou
363,92_14545.html,14,10,その,連体詞,ソノ,ono
364,92_14545.html,14,11,蜘蛛,名詞,クモ,uo
365,92_14545.html,14,12,を,助詞,ヲ,o
366,92_14545.html,14,13,殺さ,動詞,コロサ,ooa
367,92_14545.html,14,14,ず,助動詞,ズ,u
368,92_14545.html,14,15,に,助詞,ニ,ni
369,92_14545.html,14,16,助け,動詞,タスケ,aue
370,92_14545.html,14,17,て,助詞,テ,e
371,92_14545.html,14,18,やっ,動詞,ヤッ,au
372,92_14545.html,14,19,た,助動詞,タ,a
373,92_14545.html,14,20,から,助詞,カラ,aa
374,92_14545.html,14,21,で,助動詞,デ,e
375,92_14545.html,14,22,ござい,助動詞,ゴザイ,oai
376,92_14545.html,14,23,ます,助動詞,マス,au
377,92_14545.html,14,24,。,記号,。,
378,92_14545.html,15,1,御釈迦様,名詞,オシャカサマ,oaaaa
379,92_14545.html,15,2,は,助詞,ハ,a
380,92_14545.html,15,3,地獄,名詞,ジゴク,iou
381,92_14545.html,15,4,の,助詞,ノ,no
382,92_14545.html,15,5,容子,名詞,ヨウス,ouu
383,92_14545.html,15,6,を,助詞,ヲ,o
384,92_14545.html,15,7,御覧,名詞,ゴラン,oan
385,92_14545.html,15,8,に,助詞,ニ,ni
386,92_14545.html,15,9,なり,動詞,ナリ,nai
387,92_14545.html,15,10,ながら,助詞,ナガラ,naaa
388,92_14545.html,15,11,、,記号,、,
389,92_14545.html,15,12,この,連体詞,コノ,ono
390,92_14545.html,15,13,陀多,名詞,陀多,aa
391,92_14545.html,15,14,に,助詞,ニ,ni
392,92_14545.html,15,15,は,助詞,ハ,a
393,92_14545.html,15,16,蜘蛛,名詞,クモ,uo
394,92_14545.html,15,17,を,助詞,ヲ,o
395,92_14545.html,15,18,助け,動詞,タスケ,aue
396,92_14545.html,15,19,た,助動詞,タ,a
397,92_14545.html,15,20,事,名詞,コト,oo
398,92_14545.html,15,21,が,助詞,ガ,a
399,92_14545.html,15,22,ある,動詞,アル,au
400,92_14545.html,15,23,の,名詞,ノ,no
401,92_14545.html,15,24,を,助詞,ヲ,o
402,92_14545.html,15,25,御,接頭詞,ゴ,o
403,92_14545.html,15,26,思い,名詞,オモイ,ooi
404,92_14545.html,15,27,出し,名詞,ダシ,ai
405,92_14545.html,15,28,に,助詞,ニ,ni
406,92_14545.html,15,29,なり,動詞,ナリ,nai
407,92_14545.html,15,30,まし,助動詞,マシ,ai
408,92_14545.html,15,31,た,助動詞,タ,a
409,92_14545.html,15,32,。,記号,。,
410,92_14545.html,16,1,そうして,接続詞,ソウシテ,ouie
411,92_14545.html,16,2,それ,名詞,ソレ,oe
412,92_14545.html,16,3,だけ,助詞,ダケ,ae
413,92_14545.html,16,4,の,助詞,ノ,no
414,92_14545.html,16,5,善い,形容詞,ヨイ,oi
415,92_14545.html,16,6,事,名詞,コト,oo
416,92_14545.html,16,7,を,助詞,ヲ,o
417,92_14545.html,16,8,し,動詞,シ,i
418,92_14545.html,16,9,た,助動詞,タ,a
419,92_14545.html,16,10,報,名詞,ホウ,ou
420,92_14545.html,16,11,に,助詞,ニ,ni
421,92_14545.html,16,12,は,助詞,ハ,a
422,92_14545.html,16,13,、,記号,、,
423,92_14545.html,16,14,出来る,動詞,デキル,eiu
424,92_14545.html,16,15,なら,助動詞,ナラ,naa
425,92_14545.html,16,16,、,記号,、,
426,92_14545.html,16,17,この,連体詞,コノ,ono
427,92_14545.html,16,18,男,名詞,オトコ,ooo
428,92_14545.html,16,19,を,助詞,ヲ,o
429,92_14545.html,16,20,地獄,名詞,ジゴク,iou
430,92_14545.html,16,21,から,助詞,カラ,aa
431,92_14545.html,16,22,救い出し,動詞,スクイダシ,uuiai
432,92_14545.html,16,23,て,助詞,テ,e
433,92_14545.html,16,24,やろ,動詞,ヤロ,ao
434,92_14545.html,16,25,う,助動詞,ウ,u
435,92_14545.html,16,26,と,助詞,ト,o
436,92_14545.html,16,27,御,接頭詞,ゴ,o
437,92_14545.html,16,28,考え,名詞,カンガエ,anae
438,92_14545.html,16,29,に,助詞,ニ,ni
439,92_14545.html,16,30,なり,動詞,ナリ,nai
440,92_14545.html,16,31,まし,助動詞,マシ,ai
441,92_14545.html,16,32,た,助動詞,タ,a
442,92_14545.html,16,33,。,記号,。,
443,92_14545.html,17,1,幸い,副詞,サイワイ,aiai
444,92_14545.html,17,2,、,記号,、,
445,92_14545.html,17,3,側,名詞,ガワ,aa
446,92_14545.html,17,4,を,助詞,ヲ,o
447,92_14545.html,17,5,見,動詞,ミ,i
448,92_14545.html,17,6,ます,助動詞,マス,au
449,92_14545.html,17,7,と,助詞,ト,o
450,92_14545.html,17,8,、,記号,、,
451,92_14545.html,17,9,翡翠,名詞,カワセミ,aaei
452,92_14545.html,17,10,の,助詞,ノ,no
453,92_14545.html,17,11,よう,名詞,ヨウ,ou
454,92_14545.html,17,12,な,助動詞,ナ,na
455,92_14545.html,17,13,色,名詞,イロ,io
456,92_14545.html,17,14,を,助詞,ヲ,o
457,92_14545.html,17,15,し,動詞,シ,i
458,92_14545.html,17,16,た,助動詞,タ,a
459,92_14545.html,17,17,蓮,名詞,ハチス,aiu
460,92_14545.html,17,18,の,助詞,ノ,no
461,92_14545.html,17,19,葉,名詞,ハ,a
462,92_14545.html,17,20,の,助詞,ノ,no
463,92_14545.html,17,21,上,名詞,ジョウ,ou
464,92_14545.html,17,22,に,助詞,ニ,ni
465,92_14545.html,17,23,、,記号,、,
466,92_14545.html,17,24,極楽,名詞,ゴクラク,ouau
467,92_14545.html,17,25,の,助詞,ノ,no
468,92_14545.html,17,26,蜘蛛,名詞,クモ,uo
469,92_14545.html,17,27,が,助詞,ガ,a
470,92_14545.html,17,28,一,名詞,イチ,ii
471,92_14545.html,17,29,匹,名詞,ヒキ,ii
472,92_14545.html,17,30,、,記号,、,
473,92_14545.html,17,31,美しい,形容詞,ウツクシイ,uuuii
474,92_14545.html,17,32,銀色,名詞,ギンイロ,inio
475,92_14545.html,17,33,の,助詞,ノ,no
476,92_14545.html,17,34,糸,名詞,イト,io
477,92_14545.html,17,35,を,助詞,ヲ,o
478,92_14545.html,17,36,かけ,動詞,カケ,ae
479,92_14545.html,17,37,て,助詞,テ,e
480,92_14545.html,17,38,居り,動詞,オリ,oi
481,92_14545.html,17,39,ます,助動詞,マス,au
482,92_14545.html,17,40,。,記号,。,
483,92_14545.html,18,1,御釈迦様,名詞,オシャカサマ,oaaaa
484,92_14545.html,18,2,は,助詞,ハ,a
485,92_14545.html,18,3,その,連体詞,ソノ,ono
486,92_14545.html,18,4,蜘蛛,名詞,クモ,uo
487,92_14545.html,18,5,の,助詞,ノ,no
488,92_14545.html,18,6,糸,名詞,イト,io
489,92_14545.html,18,7,を,助詞,ヲ,o
490,92_14545.html,18,8,そっと,副詞,ソット,oo
491,92_14545.html,18,9,御,接頭詞,ゴ,o
492,92_14545.html,18,10,手,名詞,テ,e
493,92_14545.html,18,11,に,助詞,ニ,ni
494,92_14545.html,18,12,御,接頭詞,ゴ,o
495,92_14545.html,18,13,取り,名詞,トリ,oi
496,92_14545.html,18,14,に,助詞,ニ,ni
497,92_14545.html,18,15,なっ,動詞,ナッ,nau
498,92_14545.html,18,16,て,助詞,テ,e
499,92_14545.html,18,17,、,記号,、,
500,92_14545.html,18,18,玉,名詞,タマ,aa
501,92_14545.html,18,19,の,助詞,ノ,no
502,92_14545.html,18,20,よう,名詞,ヨウ,ou
503,92_14545.html,18,21,な,助動詞,ナ,na
504,92_14545.html,18,22,白蓮,名詞,ビャクレン,auen
505,92_14545.html,18,23,の,助詞,ノ,no
506,92_14545.html,18,24,間,名詞,マ,a
507,92_14545.html,18,25,から,助詞,カラ,aa
508,92_14545.html,18,26,、,記号,、,
509,92_14545.html,18,27,遥か,名詞,ハルカ,aua
510,92_14545.html,18,28,下,名詞,カ,a
511,92_14545.html,18,29,に,助詞,ニ,ni
512,92_14545.html,18,30,ある,動詞,アル,au
513,92_14545.html,18,31,地獄,名詞,ジゴク,iou
514,92_14545.html,18,32,の,助詞,ノ,no
515,92_14545.html,18,33,底,名詞,ソコ,oo
516,92_14545.html,18,34,へ,助詞,ヘ,e
517,92_14545.html,18,35,、,記号,、,
518,92_14545.html,18,36,まっすぐ,名詞,マッスグ,auu
519,92_14545.html,18,37,に,助詞,ニ,ni
520,92_14545.html,18,38,それ,名詞,ソレ,oe
521,92_14545.html,18,39,を,助詞,ヲ,o
522,92_14545.html,18,40,御下,名詞,オシモ,oio
523,92_14545.html,18,41,し,動詞,シ,i
524,92_14545.html,18,42,なさい,動詞,ナサイ,naai
